AveragePrice,Date,Region,Type,Year
1.02,10/25,Boston,conventional,2015
0.94,10/18,Boston,conventional,2015
1.14,10/11,Boston,conventional,2015
1.07,10/04,Boston,conventional,2015
1.07,09/27,Boston,conventional,2015
1.15,09/20,Boston,conventional,2015
1.03,09/13,Boston,conventional,2015
1.11,09/06,Boston,conventional,2015
1.13,08/30,Boston,conventional,2015
1.07,08/23,Boston,conventional,2015
1.15,08/16,Boston,conventional,2015
1.07,08/09,Boston,conventional,2015
1.17,08/02,Boston,conventional,2015
1.28,07/26,Boston,conventional,2015
1.18,07/19,Boston,conventional,2015
1.14,07/12,Boston,conventional,2015
1.27,07/05,Boston,conventional,2015
1.25,06/28,Boston,conventional,2015
1.24,06/21,Boston,conventional,2015
1.08,06/14,Boston,conventional,2015
1.25,06/07,Boston,conventional,2015
1.26,05/31,Boston,conventional,2015
1.14,05/24,Boston,conventional,2015
1.26,05/17,Boston,conventional,2015
1.14,05/10,Boston,conventional,2015
1.17,05/03,Boston,conventional,2015
1.28,04/26,Boston,conventional,2015
1.15,04/19,Boston,conventional,2015
1.26,04/12,Boston,conventional,2015
1.27,04/05,Boston,conventional,2015
1.19,03/29,Boston,conventional,2015
1.18,03/22,Boston,conventional,2015
1.25,03/15,Boston,conventional,2015
1.17,03/08,Boston,conventional,2015
1.11,03/01,Boston,conventional,2015
1.23,02/22,Boston,conventional,2015
1.2,02/15,Boston,conventional,2015
1.04,02/08,Boston,conventional,2015
1.22,02/01,Boston,conventional,2015
1.17,01/25,Boston,conventional,2015
1.23,01/18,Boston,conventional,2015
1.1,01/11,Boston,conventional,2015
1.02,01/04,Boston,conventional,2015
1.35,12/27,BuffaloRochester,conventional,2015
1.37,12/20,BuffaloRochester,conventional,2015
1.35,12/13,BuffaloRochester,conventional,2015
1.23,12/06,BuffaloRochester,conventional,2015
1.39,11/29,BuffaloRochester,conventional,2015
1.4,11/22,BuffaloRochester,conventional,2015
1.36,11/15,BuffaloRochester,conventional,2015
1.3,11/08,BuffaloRochester,conventional,2015
1.23,11/01,BuffaloRochester,conventional,2015
1.36,10/25,BuffaloRochester,conventional,2015
1.29,10/18,BuffaloRochester,conventional,2015
1.3,10/11,BuffaloRochester,conventional,2015
1.33,10/04,BuffaloRochester,conventional,2015
1.31,09/27,BuffaloRochester,conventional,2015
1.54,09/20,BuffaloRochester,conventional,2015
1.59,09/13,BuffaloRochester,conventional,2015
1.56,09/06,BuffaloRochester,conventional,2015
1.38,08/30,BuffaloRochester,conventional,2015
1.49,08/23,BuffaloRochester,conventional,2015
1.5,08/16,BuffaloRochester,conventional,2015
1.47,08/09,BuffaloRochester,conventional,2015
1.47,08/02,BuffaloRochester,conventional,2015
1.39,07/26,BuffaloRochester,conventional,2015
1.36,07/19,BuffaloRochester,conventional,2015
1.45,07/12,BuffaloRochester,conventional,2015
1.47,07/05,BuffaloRochester,conventional,2015
1.36,06/28,BuffaloRochester,conventional,2015
1.5,06/21,BuffaloRochester,conventional,2015
1.34,06/14,BuffaloRochester,conventional,2015
1.38,06/07,BuffaloRochester,conventional,2015
1.4,05/31,BuffaloRochester,conventional,2015
1.43,05/24,BuffaloRochester,conventional,2015
1.35,05/17,BuffaloRochester,conventional,2015
1.33,05/10,BuffaloRochester,conventional,2015
1.42,05/03,BuffaloRochester,conventional,2015
1.41,04/26,BuffaloRochester,conventional,2015
1.42,04/19,BuffaloRochester,conventional,2015
1.42,04/12,BuffaloRochester,conventional,2015
1.44,04/05,BuffaloRochester,conventional,2015
1.39,03/29,BuffaloRochester,conventional,2015
1.4,03/22,BuffaloRochester,conventional,2015
1.47,03/15,BuffaloRochester,conventional,2015
1.35,03/08,BuffaloRochester,conventional,2015
1.43,03/01,BuffaloRochester,conventional,2015
1.41,02/22,BuffaloRochester,conventional,2015
1.44,02/15,BuffaloRochester,conventional,2015
1.36,02/08,BuffaloRochester,conventional,2015
1.33,02/01,BuffaloRochester,conventional,2015
1.5,01/25,BuffaloRochester,conventional,2015
1.52,01/18,BuffaloRochester,conventional,2015
1.54,01/11,BuffaloRochester,conventional,2015
1.4,01/04,BuffaloRochester,conventional,2015
0.9,12/27,California,conventional,2015
0.94,12/20,California,conventional,2015
0.87,12/13,California,conventional,2015
0.78,12/06,California,conventional,2015
0.91,11/29,California,conventional,2015
0.92,11/22,California,conventional,2015
0.83,11/15,California,conventional,2015
0.98,11/08,California,conventional,2015
0.95,11/01,California,conventional,2015
1.12,10/25,California,conventional,2015
1.07,10/18,California,conventional,2015
1.08,10/11,California,conventional,2015
1.02,10/04,California,conventional,2015
1.04,09/27,California,conventional,2015
1.14,09/20,California,conventional,2015
1.13,09/13,California,conventional,2015
1.09,09/06,California,conventional,2015
1.08,08/30,California,conventional,2015
1.18,08/23,California,conventional,2015
1.11,08/16,California,conventional,2015
1.1,08/09,California,conventional,2015
1.16,08/02,California,conventional,2015
1.13,07/26,California,conventional,2015
1.18,07/19,California,conventional,2015
1.13,07/12,California,conventional,2015
1.12,07/05,California,conventional,2015
1.1,06/28,California,conventional,2015
1.07,06/21,California,conventional,2015
0.97,06/14,California,conventional,2015
0.98,06/07,California,conventional,2015
0.98,05/31,California,conventional,2015
1.1,05/24,California,conventional,2015
1.08,05/17,California,conventional,2015
0.93,05/10,California,conventional,2015
0.88,05/03,California,conventional,2015
1.15,04/26,California,conventional,2015
1.05,04/19,California,conventional,2015
1.06,04/12,California,conventional,2015
1.12,04/05,California,conventional,2015
1.1,03/29,California,conventional,2015
1.06,03/22,California,conventional,2015
1.06,03/15,California,conventional,2015
0.96,03/08,California,conventional,2015
0.84,03/01,California,conventional,2015
0.96,02/22,California,conventional,2015
0.96,02/15,California,conventional,2015
0.91,02/08,California,conventional,2015
0.85,02/01,California,conventional,2015
1.06,01/25,California,conventional,2015
1.02,01/18,California,conventional,2015
0.92,01/11,California,conventional,2015
0.93,01/04,California,conventional,2015
0.96,12/27,Charlotte,conventional,2015
0.98,12/20,Charlotte,conventional,2015
0.95,12/13,Charlotte,conventional,2015
0.99,12/06,Charlotte,conventional,2015
0.95,11/29,Charlotte,conventional,2015
1.0,11/22,Charlotte,conventional,2015
1.01,11/15,Charlotte,conventional,2015
1.03,11/08,Charlotte,conventional,2015
1.11,11/01,Charlotte,conventional,2015
1.27,10/25,Charlotte,conventional,2015
1.26,10/18,Charlotte,conventional,2015
1.14,10/11,Charlotte,conventional,2015
1.22,10/04,Charlotte,conventional,2015
1.09,09/27,Charlotte,conventional,2015
1.2,09/20,Charlotte,conventional,2015
1.19,09/13,Charlotte,conventional,2015
1.01,09/06,Charlotte,conventional,2015
1.2,08/30,Charlotte,conventional,2015
1.15,08/23,Charlotte,conventional,2015
1.24,08/16,Charlotte,conventional,2015
1.21,08/09,Charlotte,conventional,2015
1.24,08/02,Charlotte,conventional,2015
1.23,07/26,Charlotte,conventional,2015
1.19,07/19,Charlotte,conventional,2015
1.18,07/12,Charlotte,conventional,2015
1.18,07/05,Charlotte,conventional,2015
1.17,06/28,Charlotte,conventional,2015
1.17,06/21,Charlotte,conventional,2015
1.15,06/14,Charlotte,conventional,2015
1.15,06/07,Charlotte,conventional,2015
1.19,05/31,Charlotte,conventional,2015
1.2,05/24,Charlotte,conventional,2015
1.21,05/17,Charlotte,conventional,2015
1.19,05/10,Charlotte,conventional,2015
1.0,05/03,Charlotte,conventional,2015
1.2,04/26,Charlotte,conventional,2015
1.18,04/19,Charlotte,conventional,2015
1.17,04/12,Charlotte,conventional,2015
1.19,04/05,Charlotte,conventional,2015
1.23,03/29,Charlotte,conventional,2015
1.19,03/22,Charlotte,conventional,2015
1.19,03/15,Charlotte,conventional,2015
1.25,03/08,Charlotte,conventional,2015
1.18,03/01,Charlotte,conventional,2015
1.08,02/22,Charlotte,conventional,2015
1.22,02/15,Charlotte,conventional,2015
1.17,02/08,Charlotte,conventional,2015
0.98,02/01,Charlotte,conventional,2015
1.18,01/25,Charlotte,conventional,2015
1.25,01/18,Charlotte,conventional,2015
1.26,01/11,Charlotte,conventional,2015
1.19,01/04,Charlotte,conventional,2015
0.93,12/27,Chicago,conventional,2015
0.91,12/20,Chicago,conventional,2015
1.07,12/13,Chicago,conventional,2015
1.14,12/06,Chicago,conventional,2015
1.11,11/29,Chicago,conventional,2015
0.94,11/22,Chicago,conventional,2015
1.17,11/15,Chicago,conventional,2015
1.01,11/08,Chicago,conventional,2015
1.0,11/01,Chicago,conventional,2015
1.12,10/25,Chicago,conventional,2015
1.15,10/18,Chicago,conventional,2015
1.08,10/11,Chicago,conventional,2015
1.18,10/04,Chicago,conventional,2015
1.15,09/27,Chicago,conventional,2015
1.19,09/20,Chicago,conventional,2015
1.19,09/13,Chicago,conventional,2015
1.11,09/06,Chicago,conventional,2015
1.12,08/30,Chicago,conventional,2015
1.2,08/23,Chicago,conventional,2015
1.16,08/16,Chicago,conventional,2015
1.25,08/09,Chicago,conventional,2015
1.27,08/02,Chicago,conventional,2015
1.12,07/26,Chicago,conventional,2015
1.24,07/19,Chicago,conventional,2015
1.26,07/12,Chicago,conventional,2015
1.24,07/05,Chicago,conventional,2015
1.21,06/28,Chicago,conventional,2015
1.24,06/21,Chicago,conventional,2015
1.21,06/14,Chicago,conventional,2015
1.24,06/07,Chicago,conventional,2015
1.26,05/31,Chicago,conventional,2015
1.23,05/24,Chicago,conventional,2015
1.23,05/17,Chicago,conventional,2015
1.23,05/10,Chicago,conventional,2015
1.04,05/03,Chicago,conventional,2015
1.24,04/26,Chicago,conventional,2015
1.24,04/19,Chicago,conventional,2015
1.24,04/12,Chicago,conventional,2015
1.27,04/05,Chicago,conventional,2015
1.22,03/29,Chicago,conventional,2015
1.21,03/22,Chicago,conventional,2015
1.09,03/15,Chicago,conventional,2015
1.18,03/08,Chicago,conventional,2015
1.09,03/01,Chicago,conventional,2015
1.18,02/22,Chicago,conventional,2015
1.17,02/15,Chicago,conventional,2015
1.13,02/08,Chicago,conventional,2015
0.91,02/01,Chicago,conventional,2015
1.22,01/25,Chicago,conventional,2015
1.14,01/18,Chicago,conventional,2015
1.15,01/11,Chicago,conventional,2015
1.11,01/04,Chicago,conventional,2015
0.87,12/27,CincinnatiDayton,conventional,2015
0.85,12/20,CincinnatiDayton,conventional,2015
0.79,12/13,CincinnatiDayton,conventional,2015
0.83,12/06,CincinnatiDayton,conventional,2015
0.88,11/29,CincinnatiDayton,conventional,2015
0.89,11/22,CincinnatiDayton,conventional,2015
0.88,11/15,CincinnatiDayton,conventional,2015
0.87,11/08,CincinnatiDayton,conventional,2015
0.93,11/01,CincinnatiDayton,conventional,2015
1.01,10/25,CincinnatiDayton,conventional,2015
0.98,10/18,CincinnatiDayton,conventional,2015
0.91,10/11,CincinnatiDayton,conventional,2015
0.93,10/04,CincinnatiDayton,conventional,2015
1.08,09/27,CincinnatiDayton,conventional,2015
1.05,09/20,CincinnatiDayton,conventional,2015
1.05,09/13,CincinnatiDayton,conventional,2015
1.02,09/06,CincinnatiDayton,conventional,2015
1.01,08/30,CincinnatiDayton,conventional,2015
1.05,08/23,CincinnatiDayton,conventional,2015
1.01,08/16,CincinnatiDayton,conventional,2015
1.08,08/09,CincinnatiDayton,conventional,2015
1.09,08/02,CincinnatiDayton,conventional,2015
1.03,07/26,CincinnatiDayton,conventional,2015
1.06,07/19,CincinnatiDayton,conventional,2015
1.03,07/12,CincinnatiDayton,conventional,2015
1.03,07/05,CincinnatiDayton,conventional,2015
1.01,06/28,CincinnatiDayton,conventional,2015
1.02,06/21,CincinnatiDayton,conventional,2015
1.05,06/14,CincinnatiDayton,conventional,2015
1.07,06/07,CincinnatiDayton,conventional,2015
1.06,05/31,CincinnatiDayton,conventional,2015
1.1,05/24,CincinnatiDayton,conventional,2015
1.04,05/17,CincinnatiDayton,conventional,2015
1.06,05/10,CincinnatiDayton,conventional,2015
1.08,05/03,CincinnatiDayton,conventional,2015
1.06,04/26,CincinnatiDayton,conventional,2015
1.02,04/19,CincinnatiDayton,conventional,2015
1.02,04/12,CincinnatiDayton,conventional,2015
1.06,04/05,CincinnatiDayton,conventional,2015
0.95,03/29,CincinnatiDayton,conventional,2015
0.98,03/22,CincinnatiDayton,conventional,2015
0.94,03/15,CincinnatiDayton,conventional,2015
0.87,03/08,CincinnatiDayton,conventional,2015
0.89,03/01,CincinnatiDayton,conventional,2015
0.93,02/22,CincinnatiDayton,conventional,2015
0.94,02/15,CincinnatiDayton,conventional,2015
0.93,02/08,CincinnatiDayton,conventional,2015
0.86,02/01,CincinnatiDayton,conventional,2015
0.93,01/25,CincinnatiDayton,conventional,2015
0.93,01/18,CincinnatiDayton,conventional,2015
0.92,01/11,CincinnatiDayton,conventional,2015
0.88,01/04,CincinnatiDayton,conventional,2015
0.99,12/27,Columbus,conventional,2015
1.03,12/20,Columbus,conventional,2015
1.03,12/13,Columbus,conventional,2015
0.99,12/06,Columbus,conventional,2015
1.03,11/29,Columbus,conventional,2015
1.04,11/22,Columbus,conventional,2015
0.99,11/15,Columbus,conventional,2015
0.95,11/08,Columbus,conventional,2015
0.99,11/01,Columbus,conventional,2015
1.04,10/25,Columbus,conventional,2015
0.98,10/18,Columbus,conventional,2015
0.9,10/11,Columbus,conventional,2015
0.93,10/04,Columbus,conventional,2015
1.02,09/27,Columbus,conventional,2015
1.0,09/20,Columbus,conventional,2015
1.02,09/13,Columbus,conventional,2015
1.04,09/06,Columbus,conventional,2015
1.03,08/30,Columbus,conventional,2015
1.08,08/23,Columbus,conventional,2015
1.03,08/16,Columbus,conventional,2015
1.0,08/09,Columbus,conventional,2015
1.05,08/02,Columbus,conventional,2015
1.02,07/26,Columbus,conventional,2015
1.05,07/19,Columbus,conventional,2015
1.04,07/12,Columbus,conventional,2015
0.98,07/05,Columbus,conventional,2015
0.94,06/28,Columbus,conventional,2015
0.99,06/21,Columbus,conventional,2015
1.01,06/14,Columbus,conventional,2015
1.03,06/07,Columbus,conventional,2015
1.1,05/31,Columbus,conventional,2015
1.01,05/24,Columbus,conventional,2015
1.0,05/17,Columbus,conventional,2015
1.1,05/10,Columbus,conventional,2015
0.99,05/03,Columbus,conventional,2015
1.02,04/26,Columbus,conventional,2015
1.0,04/19,Columbus,conventional,2015
1.07,04/12,Columbus,conventional,2015
1.09,04/05,Columbus,conventional,2015
0.96,03/29,Columbus,conventional,2015
0.94,03/22,Columbus,conventional,2015
1.01,03/15,Columbus,conventional,2015
0.95,03/08,Columbus,conventional,2015
1.03,03/01,Columbus,conventional,2015
1.09,02/22,Columbus,conventional,2015
1.05,02/15,Columbus,conventional,2015
0.96,02/08,Columbus,conventional,2015
0.87,02/01,Columbus,conventional,2015
1.08,01/25,Columbus,conventional,2015
1.02,01/18,Columbus,conventional,2015
0.97,01/11,Columbus,conventional,2015
0.89,01/04,Columbus,conventional,2015
0.8,12/27,DallasFtWorth,conventional,2015
0.82,12/20,DallasFtWorth,conventional,2015
0.79,12/13,DallasFtWorth,conventional,2015
0.74,12/06,DallasFtWorth,conventional,2015
0.8,11/29,DallasFtWorth,conventional,2015
0.78,11/22,DallasFtWorth,conventional,2015
0.71,11/15,DallasFtWorth,conventional,2015
0.8,11/08,DallasFtWorth,conventional,2015
0.78,11/01,DallasFtWorth,conventional,2015
0.86,10/25,DallasFtWorth,conventional,2015
0.83,10/18,DallasFtWorth,conventional,2015
0.81,10/11,DallasFtWorth,conventional,2015
0.82,10/04,DallasFtWorth,conventional,2015
0.84,09/27,DallasFtWorth,conventional,2015
0.77,09/20,DallasFtWorth,conventional,2015
0.86,09/13,DallasFtWorth,conventional,2015
0.84,09/06,DallasFtWorth,conventional,2015
0.82,08/30,DallasFtWorth,conventional,2015
0.85,08/23,DallasFtWorth,conventional,2015
0.88,08/16,DallasFtWorth,conventional,2015
0.85,08/09,DallasFtWorth,conventional,2015
0.87,08/02,DallasFtWorth,conventional,2015
0.8,07/26,DallasFtWorth,conventional,2015
0.82,07/19,DallasFtWorth,conventional,2015
0.82,07/12,DallasFtWorth,conventional,2015
0.83,07/05,DallasFtWorth,conventional,2015
0.77,06/28,DallasFtWorth,conventional,2015
0.75,06/21,DallasFtWorth,conventional,2015
0.65,06/14,DallasFtWorth,conventional,2015
0.73,06/07,DallasFtWorth,conventional,2015
0.68,05/31,DallasFtWorth,conventional,2015
0.81,05/24,DallasFtWorth,conventional,2015
0.73,05/17,DallasFtWorth,conventional,2015
0.75,05/10,DallasFtWorth,conventional,2015
0.77,05/03,DallasFtWorth,conventional,2015
0.81,04/26,DallasFtWorth,conventional,2015
0.8,04/19,DallasFtWorth,conventional,2015
0.72,04/12,DallasFtWorth,conventional,2015
0.77,04/05,DallasFtWorth,conventional,2015
0.79,03/29,DallasFtWorth,conventional,2015
0.67,03/22,DallasFtWorth,conventional,2015
0.72,03/15,DallasFtWorth,conventional,2015
0.75,03/08,DallasFtWorth,conventional,2015
0.82,03/01,DallasFtWorth,conventional,2015
0.8,02/22,DallasFtWorth,conventional,2015
0.77,02/15,DallasFtWorth,conventional,2015
0.67,02/08,DallasFtWorth,conventional,2015
0.68,02/01,DallasFtWorth,conventional,2015
0.8,01/25,DallasFtWorth,conventional,2015
0.76,01/18,DallasFtWorth,conventional,2015
0.76,01/11,DallasFtWorth,conventional,2015
0.74,01/04,DallasFtWorth,conventional,2015
0.98,12/27,Denver,conventional,2015
1.05,12/20,Denver,conventional,2015
0.83,12/13,Denver,conventional,2015
0.76,12/06,Denver,conventional,2015
1.12,11/29,Denver,conventional,2015
0.85,11/22,Denver,conventional,2015
0.82,11/15,Denver,conventional,2015
0.93,11/08,Denver,conventional,2015
0.82,11/01,Denver,conventional,2015
0.93,10/25,Denver,conventional,2015
0.87,10/18,Denver,conventional,2015
0.9,10/11,Denver,conventional,2015
1.02,10/04,Denver,conventional,2015
0.97,09/27,Denver,conventional,2015
0.98,09/20,Denver,conventional,2015
1.01,09/13,Denver,conventional,2015
1.09,09/06,Denver,conventional,2015
1.14,08/30,Denver,conventional,2015
1.2,08/23,Denver,conventional,2015
1.17,08/16,Denver,conventional,2015
1.09,08/09,Denver,conventional,2015
1.05,08/02,Denver,conventional,2015
1.18,07/26,Denver,conventional,2015
1.1,07/19,Denver,conventional,2015
1.18,07/12,Denver,conventional,2015
1.19,07/05,Denver,conventional,2015
1.2,06/28,Denver,conventional,2015
1.16,06/21,Denver,conventional,2015
1.16,06/14,Denver,conventional,2015
1.11,06/07,Denver,conventional,2015
1.26,05/31,Denver,conventional,2015
1.16,05/24,Denver,conventional,2015
1.21,05/17,Denver,conventional,2015
1.08,05/10,Denver,conventional,2015
1.01,05/03,Denver,conventional,2015
1.19,04/26,Denver,conventional,2015
1.08,04/19,Denver,conventional,2015
1.05,04/12,Denver,conventional,2015
1.19,04/05,Denver,conventional,2015
1.11,03/29,Denver,conventional,2015
1.15,03/22,Denver,conventional,2015
1.03,03/15,Denver,conventional,2015
1.03,03/08,Denver,conventional,2015
1.03,03/01,Denver,conventional,2015
1.0,02/22,Denver,conventional,2015
1.12,02/15,Denver,conventional,2015
0.95,02/08,Denver,conventional,2015
0.93,02/01,Denver,conventional,2015
1.02,01/25,Denver,conventional,2015
0.99,01/18,Denver,conventional,2015
1.09,01/11,Denver,conventional,2015
0.99,01/04,Denver,conventional,2015
1.08,12/27,Detroit,conventional,2015
1.1,12/20,Detroit,conventional,2015
1.05,12/13,Detroit,conventional,2015
0.98,12/06,Detroit,conventional,2015
1.11,11/29,Detroit,conventional,2015
1.09,11/22,Detroit,conventional,2015
1.1,11/15,Detroit,conventional,2015
1.03,11/08,Detroit,conventional,2015
1.04,11/01,Detroit,conventional,2015
1.17,10/25,Detroit,conventional,2015
0.97,10/18,Detroit,conventional,2015
0.99,10/11,Detroit,conventional,2015
1.1,10/04,Detroit,conventional,2015
1.17,09/27,Detroit,conventional,2015
1.0,09/20,Detroit,conventional,2015
1.03,09/13,Detroit,conventional,2015
1.09,09/06,Detroit,conventional,2015
0.96,08/30,Detroit,conventional,2015
1.11,08/23,Detroit,conventional,2015
0.97,08/16,Detroit,conventional,2015
1.07,08/09,Detroit,conventional,2015
1.04,08/02,Detroit,conventional,2015
0.99,07/26,Detroit,conventional,2015
1.04,07/19,Detroit,conventional,2015
1.02,07/12,Detroit,conventional,2015
1.06,07/05,Detroit,conventional,2015
1.0,06/28,Detroit,conventional,2015
0.97,06/21,Detroit,conventional,2015
1.04,06/14,Detroit,conventional,2015
0.97,06/07,Detroit,conventional,2015
1.09,05/31,Detroit,conventional,2015
1.03,05/24,Detroit,conventional,2015
0.95,05/17,Detroit,conventional,2015
1.11,05/10,Detroit,conventional,2015
1.06,05/03,Detroit,conventional,2015
1.01,04/26,Detroit,conventional,2015
0.96,04/19,Detroit,conventional,2015
1.02,04/12,Detroit,conventional,2015
1.11,04/05,Detroit,conventional,2015
0.97,03/29,Detroit,conventional,2015
0.97,03/22,Detroit,conventional,2015
1.13,03/15,Detroit,conventional,2015
1.01,03/08,Detroit,conventional,2015
0.97,03/01,Detroit,conventional,2015
1.15,02/22,Detroit,conventional,2015
1.16,02/15,Detroit,conventional,2015
1.11,02/08,Detroit,conventional,2015
0.92,02/01,Detroit,conventional,2015
1.19,01/25,Detroit,conventional,2015
1.1,01/18,Detroit,conventional,2015
1.08,01/11,Detroit,conventional,2015
1.01,01/04,Detroit,conventional,2015
1.13,12/27,GrandRapids,conventional,2015
1.13,12/20,GrandRapids,conventional,2015
1.24,12/13,GrandRapids,conventional,2015
0.93,12/06,GrandRapids,conventional,2015
1.12,11/29,GrandRapids,conventional,2015
1.11,11/22,GrandRapids,conventional,2015
1.2,11/15,GrandRapids,conventional,2015
0.93,11/08,GrandRapids,conventional,2015
0.91,11/01,GrandRapids,conventional,2015
1.14,10/25,GrandRapids,conventional,2015
0.94,10/18,GrandRapids,conventional,2015
0.97,10/11,GrandRapids,conventional,2015
0.99,10/04,GrandRapids,conventional,2015
1.15,09/27,GrandRapids,conventional,2015
0.88,09/20,GrandRapids,conventional,2015
0.95,09/13,GrandRapids,conventional,2015
1.09,09/06,GrandRapids,conventional,2015
0.91,08/30,GrandRapids,conventional,2015
1.28,08/23,GrandRapids,conventional,2015
0.89,08/16,GrandRapids,conventional,2015
1.08,08/09,GrandRapids,conventional,2015
1.05,08/02,GrandRapids,conventional,2015
1.12,07/26,GrandRapids,conventional,2015
1.05,07/19,GrandRapids,conventional,2015
1.19,07/12,GrandRapids,conventional,2015
1.16,07/05,GrandRapids,conventional,2015
1.1,06/28,GrandRapids,conventional,2015
0.96,06/21,GrandRapids,conventional,2015
1.07,06/14,GrandRapids,conventional,2015
1.14,06/07,GrandRapids,conventional,2015
1.31,05/31,GrandRapids,conventional,2015
1.3,05/24,GrandRapids,conventional,2015
0.97,05/17,GrandRapids,conventional,2015
1.36,05/10,GrandRapids,conventional,2015
1.06,05/03,GrandRapids,conventional,2015
1.09,04/26,GrandRapids,conventional,2015
0.93,04/19,GrandRapids,conventional,2015
1.13,04/12,GrandRapids,conventional,2015
1.22,04/05,GrandRapids,conventional,2015
1.11,03/29,GrandRapids,conventional,2015
0.91,03/22,GrandRapids,conventional,2015
1.35,03/15,GrandRapids,conventional,2015
1.08,03/08,GrandRapids,conventional,2015
0.95,03/01,GrandRapids,conventional,2015
1.31,02/22,GrandRapids,conventional,2015
1.21,02/15,GrandRapids,conventional,2015
1.24,02/08,GrandRapids,conventional,2015
0.94,02/01,GrandRapids,conventional,2015
1.19,01/25,GrandRapids,conventional,2015
1.07,01/18,GrandRapids,conventional,2015
1.03,01/11,GrandRapids,conventional,2015
0.95,01/04,GrandRapids,conventional,2015
1.01,12/27,GreatLakes,conventional,2015
1.01,12/20,GreatLakes,conventional,2015
1.03,12/13,GreatLakes,conventional,2015
1.0,12/06,GreatLakes,conventional,2015
1.07,11/29,GreatLakes,conventional,2015
1.03,11/22,GreatLakes,conventional,2015
1.09,11/15,GreatLakes,conventional,2015
0.98,11/08,GreatLakes,conventional,2015
1.0,11/01,GreatLakes,conventional,2015
1.1,10/25,GreatLakes,conventional,2015
1.03,10/18,GreatLakes,conventional,2015
1.02,10/11,GreatLakes,conventional,2015
1.05,10/04,GreatLakes,conventional,2015
1.1,09/27,GreatLakes,conventional,2015
1.02,09/20,GreatLakes,conventional,2015
1.03,09/13,GreatLakes,conventional,2015
1.07,09/06,GreatLakes,conventional,2015
1.04,08/30,GreatLakes,conventional,2015
1.14,08/23,GreatLakes,conventional,2015
1.03,08/16,GreatLakes,conventional,2015
1.12,08/09,GreatLakes,conventional,2015
1.14,08/02,GreatLakes,conventional,2015
1.1,07/26,GreatLakes,conventional,2015
1.12,07/19,GreatLakes,conventional,2015
1.14,07/12,GreatLakes,conventional,2015
1.13,07/05,GreatLakes,conventional,2015
1.07,06/28,GreatLakes,conventional,2015
1.08,06/21,GreatLakes,conventional,2015
1.12,06/14,GreatLakes,conventional,2015
1.13,06/07,GreatLakes,conventional,2015
1.2,05/31,GreatLakes,conventional,2015
1.15,05/24,GreatLakes,conventional,2015
1.09,05/17,GreatLakes,conventional,2015
1.15,05/10,GreatLakes,conventional,2015
1.05,05/03,GreatLakes,conventional,2015
1.14,04/26,GreatLakes,conventional,2015
1.06,04/19,GreatLakes,conventional,2015
1.11,04/12,GreatLakes,conventional,2015
1.18,04/05,GreatLakes,conventional,2015
1.09,03/29,GreatLakes,conventional,2015
1.04,03/22,GreatLakes,conventional,2015
1.1,03/15,GreatLakes,conventional,2015
1.04,03/08,GreatLakes,conventional,2015
1.02,03/01,GreatLakes,conventional,2015
1.16,02/22,GreatLakes,conventional,2015
1.15,02/15,GreatLakes,conventional,2015
1.07,02/08,GreatLakes,conventional,2015
0.91,02/01,GreatLakes,conventional,2015
1.13,01/25,GreatLakes,conventional,2015
1.08,01/18,GreatLakes,conventional,2015
1.1,01/11,GreatLakes,conventional,2015
1.02,01/04,GreatLakes,conventional,2015
1.16,12/27,HarrisburgScranton,conventional,2015
1.11,12/20,HarrisburgScranton,conventional,2015
1.14,12/13,HarrisburgScranton,conventional,2015
1.1,12/06,HarrisburgScranton,conventional,2015
1.17,11/29,HarrisburgScranton,conventional,2015
1.16,11/22,HarrisburgScranton,conventional,2015
1.09,11/15,HarrisburgScranton,conventional,2015
1.09,11/08,HarrisburgScranton,conventional,2015
1.13,11/01,HarrisburgScranton,conventional,2015
1.11,10/25,HarrisburgScranton,conventional,2015
0.93,10/18,HarrisburgScranton,conventional,2015
1.05,10/11,HarrisburgScranton,conventional,2015
1.16,10/04,HarrisburgScranton,conventional,2015
1.15,09/27,HarrisburgScranton,conventional,2015
1.17,09/20,HarrisburgScranton,conventional,2015
1.07,09/13,HarrisburgScranton,conventional,2015
1.19,09/06,HarrisburgScranton,conventional,2015
1.18,08/30,HarrisburgScranton,conventional,2015
1.1,08/23,HarrisburgScranton,conventional,2015
1.09,08/16,HarrisburgScranton,conventional,2015
1.07,08/09,HarrisburgScranton,conventional,2015
1.1,08/02,HarrisburgScranton,conventional,2015
1.17,07/26,HarrisburgScranton,conventional,2015
1.19,07/19,HarrisburgScranton,conventional,2015
1.17,07/12,HarrisburgScranton,conventional,2015
1.19,07/05,HarrisburgScranton,conventional,2015
1.2,06/28,HarrisburgScranton,conventional,2015
1.19,06/21,HarrisburgScranton,conventional,2015
1.13,06/14,HarrisburgScranton,conventional,2015
1.21,06/07,HarrisburgScranton,conventional,2015
1.22,05/31,HarrisburgScranton,conventional,2015
1.21,05/24,HarrisburgScranton,conventional,2015
1.19,05/17,HarrisburgScranton,conventional,2015
1.19,05/10,HarrisburgScranton,conventional,2015
1.17,05/03,HarrisburgScranton,conventional,2015
1.21,04/26,HarrisburgScranton,conventional,2015
1.17,04/19,HarrisburgScranton,conventional,2015
1.18,04/12,HarrisburgScranton,conventional,2015
1.21,04/05,HarrisburgScranton,conventional,2015
